0.0,1.0
48.0,1.0
53.0,2.0
54.0,2.0
59.0,3.0
75.0,3.0
80.0,1.0
81.0,1.0
86.0,3.0
87.0,3.0
92.0,1.0
98.0,1.0
103.0,2.0
104.0,2.0
109.0,1.0
119.0,1.0
124.0,3.0
125.0,3.0
130.0,1.0
138.0,1.0
143.0,2.0
144.0,2.0
149.0,1.0
150.0,1.0
155.0,3.0
161.0,3.0
166.0,2.0
167.0,2.0
172.0,3.0
173.0,3.0
178.0,1.0
179.0,1.0
184.0,2.0
189.0,2.0
194.0,3.0
195.0,3.0
200.0,4.0
201.0,4.0
206.0,1.0
207.0,1.0
212.0,2.0
213.0,2.0
218.0,1.0
224.0,1.0
229.0,4.0
230.0,4.0
235.0,1.0
241.0,1.0
246.0,4.0
247.0,4.0
252.0,2.0
258.0,2.0
263.0,1.0
269.0,1.0
274.0,4.0
275.0,4.0
280.0,1.0
282.0,1.0
287.0,2.0
288.0,2.0
293.0,4.0
294.0,4.0
299.0,1.0
305.0,1.0
310.0,4.0
324.0,4.0
329.0,1.0
330.0,1.0
335.0,2.0
341.0,2.0
346.0,3.0
347.0,3.0
352.0,2.0
353.0,2.0
358.0,1.0
368.0,1.0
373.0,2.0
374.0,2.0
379.0,1.0
385.0,1.0
390.0,2.0
391.0,2.0
396.0,1.0
402.0,1.0
407.0,2.0
410.0,2.0
415.0,1.0
423.0,1.0
428.0,2.0
429.0,2.0
434.0,1.0
448.0,1.0
453.0,2.0
454.0,2.0
459.0,1.0
460.0,1.0
465.0,4.0
468.0,4.0
473.0,1.0
479.0,1.0
484.0,2.0
485.0,2.0
490.0,1.0
498.0,1.0
503.0,3.0
504.0,3.0
509.0,1.0
515.0,1.0
520.0,2.0
521.0,2.0
526.0,1.0
527.0,1.0
532.0,3.0
533.0,3.0
538.0,1.0
545.0,1.0
550.0,4.0
551.0,4.0
556.0,2.0
561.0,2.0
566.0,1.0
575.0,1.0
580.0,4.0
581.0,4.0
586.0,1.0
587.0,1.0
592.0,2.0
596.0,2.0
601.0,1.0
607.0,1.0
612.0,2.0
613.0,2.0
618.0,3.0
619.0,3.0
624.0,1.0
635.0,1.0
640.0,2.0
641.0,2.0
646.0,1.0
648.0,1.0
653.0,2.0
654.0,2.0
659.0,1.0
665.0,1.0
670.0,3.0
671.0,3.0
676.0,1.0
684.0,1.0
689.0,2.0
697.0,2.0
702.0,3.0
703.0,3.0
708.0,1.0
709.0,1.0
714.0,2.0
718.0,2.0
723.0,4.0
724.0,4.0
729.0,1.0
748.0,1.0
753.0,2.0
754.0,2.0
759.0,1.0
780.0,1.0
785.0,2.0
788.0,2.0
793.0,1.0
794.0,1.0
799.0,3.0
810.0,3.0
815.0,1.0
816.0,1.0
821.0,2.0
830.0,2.0
835.0,1.0
836.0,1.0
841.0,4.0
842.0,4.0
847.0,3.0
848.0,3.0
853.0,2.0
854.0,2.0
859.0,1.0
888.0,1.0
893.0,2.0
898.0,2.0
903.0,1.0
909.0,1.0
914.0,3.0
915.0,3.0
920.0,1.0
921.0,1.0
926.0,2.0
932.0,2.0
937.0,1.0
945.0,1.0
950.0,2.0
951.0,2.0
956.0,3.0
957.0,3.0
962.0,1.0
972.0,1.0
977.0,2.0
978.0,2.0
983.0,1.0
986.0,1.0
991.0,2.0
992.0,2.0
997.0,1.0
1009.0,1.0
1014.0,2.0
1018.0,2.0
1023.0,1.0
1024.0,1.0
1029.0,2.0
1030.0,2.0
1035.0,1.0
1044.0,1.0
1049.0,2.0
1050.0,2.0
1055.0,1.0
1068.0,1.0
1073.0,2.0
1075.0,2.0
1080.0,3.0
1081.0,3.0
1086.0,2.0
1091.0,2.0
1096.0,3.0
1100.0,3.0
1105.0,1.0
1110.0,1.0
1115.0,3.0
1116.0,3.0
1121.0,2.0
1125.0,2.0
1130.0,1.0
1131.0,1.0
1136.0,3.0
1137.0,3.0
1142.0,1.0
1153.0,1.0
1158.0,2.0
1164.0,2.0
1169.0,1.0
1175.0,1.0
1180.0,2.0
1181.0,2.0
1186.0,1.0
1187.0,1.0
1192.0,3.0
1193.0,3.0
1198.0,1.0
1204.0,1.0
1209.0,2.0
1214.0,2.0
1219.0,1.0
1228.0,1.0
1233.0,2.0
1234.0,2.0
1239.0,3.0
1240.0,3.0
1245.0,1.0
1248.0,1.0
1253.0,2.0
1254.0,2.0
1259.0,1.0
1260.0,1.0
1265.0,3.0
1266.0,3.0
1271.0,2.0
1272.0,2.0
1277.0,1.0
1283.0,1.0
1288.0,2.0
1289.0,2.0
1294.0,1.0
1300.0,1.0
1305.0,2.0
1310.0,2.0
1315.0,1.0
1316.0,1.0
1321.0,4.0
1322.0,4.0
1327.0,3.0
1328.0,3.0
1333.0,2.0
1334.0,2.0
1339.0,1.0
1344.0,1.0
1349.0,2.0
1350.0,2.0
1355.0,1.0
1356.0,1.0
1361.0,3.0
1362.0,3.0
1367.0,1.0
1377.0,1.0
1382.0,2.0
1383.0,2.0
1388.0,1.0
1392.0,1.0
1397.0,2.0
1404.0,2.0
1409.0,1.0
1410.0,1.0
1415.0,4.0
1416.0,4.0
1421.0,1.0
1431.0,1.0
1436.0,2.0
1437.0,2.0
1442.0,1.0
1443.0,1.0
1448.0,2.0
1452.0,2.0
1457.0,1.0
1462.0,1.0
1467.0,4.0
1468.0,4.0
1473.0,2.0
1474.0,2.0
1479.0,1.0
1490.0,1.0
1495.0,2.0
1500.0,2.0
1505.0,1.0
1511.0,1.0
1516.0,2.0
1517.0,2.0
1522.0,1.0
1527.0,1.0
1532.0,3.0
1533.0,3.0
1538.0,2.0
1539.0,2.0
1544.0,3.0
1545.0,3.0
1550.0,4.0
1551.0,4.0
1556.0,2.0
1557.0,2.0
1562.0,1.0
1587.0,1.0
1592.0,2.0
1593.0,2.0
1598.0,1.0
1603.0,1.0
1608.0,4.0
1609.0,4.0
1614.0,2.0
1617.0,2.0
1622.0,1.0
1623.0,1.0
1628.0,2.0
1634.0,2.0
1639.0,4.0
1640.0,4.0
1645.0,1.0
1660.0,1.0
1665.0,2.0
1666.0,2.0
1671.0,1.0
1672.0,1.0
1677.0,2.0
1678.0,2.0
1683.0,1.0
1684.0,1.0
1689.0,4.0
1707.0,4.0
1712.0,1.0
1713.0,1.0
1718.0,2.0
1738.0,2.0
1743.0,1.0
1758.0,1.0
1763.0,3.0
1769.0,3.0
1774.0,2.0
1778.0,2.0
1783.0,3.0
1784.0,3.0
1789.0,1.0
1794.0,1.0
1799.0,4.0
1800.0,4.0
1805.0,3.0
1808.0,3.0
1813.0,2.0
1814.0,2.0
1819.0,3.0
1821.0,3.0
1826.0,1.0
1830.0,1.0
1835.0,3.0
1836.0,3.0
1841.0,2.0
1842.0,2.0
1847.0,4.0
1848.0,4.0
1853.0,2.0
1854.0,2.0
1859.0,1.0
1860.0,1.0
1865.0,4.0
1877.0,4.0
1882.0,1.0
1883.0,1.0
1888.0,4.0
1891.0,4.0
1896.0,2.0
1897.0,2.0
1902.0,3.0
1903.0,3.0
1908.0,4.0
1909.0,4.0
1914.0,1.0
1916.0,1.0
1921.0,2.0
1926.0,2.0
1931.0,1.0
1932.0,1.0
1937.0,2.0
1938.0,2.0
1943.0,1.0
1949.0,1.0
1954.0,2.0
1955.0,2.0
1960.0,1.0
1961.0,1.0
1966.0,2.0
1967.0,2.0
1972.0,1.0
1997.0,1.0
2002.0,2.0
2008.0,2.0
2013.0,3.0
2014.0,3.0
2019.0,1.0
2035.0,1.0
2040.0,2.0
2048.0,2.0
2053.0,1.0
2054.0,1.0
2059.0,3.0
2060.0,3.0
2065.0,2.0
2066.0,2.0
2071.0,1.0
2084.0,1.0
2089.0,3.0
2090.0,3.0
2095.0,1.0
2096.0,1.0
2101.0,2.0
2109.0,2.0
2114.0,1.0
2120.0,1.0
2125.0,2.0
2126.0,2.0
2131.0,3.0
2132.0,3.0
2137.0,2.0
2138.0,2.0
2143.0,1.0
2149.0,1.0
2154.0,4.0
2155.0,4.0
2160.0,1.0
2161.0,1.0
2166.0,2.0
2170.0,2.0
2175.0,1.0
2198.0,1.0
2203.0,2.0
2204.0,2.0
2209.0,1.0
2212.0,1.0
2217.0,2.0
2218.0,2.0
2223.0,1.0
2229.0,1.0
2234.0,2.0
2235.0,2.0
2240.0,1.0
2241.0,1.0
2246.0,4.0
2247.0,4.0
2252.0,1.0
2253.0,1.0
2258.0,2.0
2259.0,2.0
2264.0,1.0
2271.0,1.0
2276.0,2.0
2277.0,2.0
2282.0,1.0
2290.0,1.0
2295.0,2.0
2296.0,2.0
2301.0,1.0
2308.0,1.0
2313.0,2.0
2314.0,2.0
2319.0,1.0
2326.0,1.0
2331.0,2.0
2334.0,2.0
2339.0,1.0
2340.0,1.0
2345.0,2.0
2349.0,2.0
2354.0,1.0
2383.0,1.0
2388.0,2.0
2389.0,2.0
2394.0,1.0
2401.0,1.0
2406.0,2.0
2407.0,2.0
2412.0,1.0
2414.0,1.0
2419.0,3.0
2420.0,3.0
2425.0,4.0
2426.0,4.0
2431.0,1.0
